405,0.4941,Trajectory12Style-Walk
406,0.2443,Trajectory12Style-Run
407,0.17181,Trajectory12Style-Carry
411,0.38956,Trajectory13PositionX
412,0.84931,Trajectory13PositionZ
413,0.1681,Trajectory13DirectionX
414,0.30743,Trajectory13DirectionZ
415,0.23567,Trajectory13Style-Idle
416,0.49313,Trajectory13Style-Walk
417,0.2169,Trajectory13Style-Run
418,0.16265,Trajectory13Style-Carry
423,0.83052,InverseTrajectoryPosition-7Z
424,0.1038,InverseTrajectoryDirection-7X
425,0.24918,InverseTrajectoryDirection-7Z
427,0.69455,InverseTrajectoryPosition-8Z
429,0.19309,InverseTrajectoryDirection-8Z
431,0.50479,InverseTrajectoryPosition-9Z
433,0.13538,InverseTrajectoryDirection-9Z
435,0.35628,InverseTrajectoryPosition-10Z
437,0.1038,InverseTrajectoryDirection-10Z
439,0.18711,InverseTrajectoryPosition-11Z
447,0.15104,InverseTrajectoryPosition-13Z
451,0.51327,GoalPosition-1Y
452,0.14784,GoalPosition-1Z
456,0.18738,Action1-Idle
457,0.49335,Action1-Walk
458,0.21838,Action1-Run
459,0.14793,Action1-Carry
462,0.12526,GoalPosition-2X
463,0.4865,GoalPosition-2Y
468,0.17673,Action2-Idle
469,0.48553,Action2-Walk
470,0.229,Action2-Run
471,0.13569,Action2-Carry
474,0.1485,GoalPosition-3X
475,0.46234,GoalPosition-3Y
476,0.13542,GoalPosition-3Z
477,0.1056,GoalDirection-3X
480,0.17681,Action3-Idle
481,0.48151,Action3-Walk
482,0.22927,Action3-Run
483,0.12671,Action3-Carry
486,0.17253,GoalPosition-4X
487,0.47582,GoalPosition-4Y
488,0.2622,GoalPosition-4Z
489,0.13843,GoalDirection-4X
491,0.13795,GoalDirection-4Z
492,0.16851,Action4-Idle
493,0.51044,Action4-Walk
494,0.24993,Action4-Run
495,0.13422,Action4-Carry
498,0.2303,GoalPosition-5X
499,0.48917,GoalPosition-5Y
500,0.37572,GoalPosition-5Z
501,0.13728,GoalDirection-5X
503,0.18863,GoalDirection-5Z
504,0.1628,Action5-Idle
505,0.51275,Action5-Walk
506,0.2395,Action5-Run
507,0.15621,Action5-Carry
509,0.10438,Action5-Sit
510,0.29859,GoalPosition-6X
511,0.47638,GoalPosition-6Y
512,0.52712,GoalPosition-6Z
513,0.10969,GoalDirection-6X
515,0.23252,GoalDirection-6Z
516,0.16199,Action6-Idle
517,0.53052,Action6-Walk
518,0.24557,Action6-Run
519,0.16546,Action6-Carry
521,0.10666,Action6-Sit
522,0.3664,GoalPosition-7X
523,0.47635,GoalPosition-7Y
524,0.72742,GoalPosition-7Z
527,0.26249,GoalDirection-7Z
528,0.19049,Action7-Idle
529,0.55969,Action7-Walk
530,0.26427,Action7-Run
531,0.1715,Action7-Carry
533,0.10815,Action7-Sit
534,0.41521,GoalPosition-8X
535,0.435,GoalPosition-8Y
536,0.97891,GoalPosition-8Z
539,0.28611,GoalDirection-8Z
540,0.20744,Action8-Idle
541,0.57402,Action8-Walk
542,0.24769,Action8-Run
543,0.15541,Action8-Carry
545,0.11584,Action8-Sit
546,0.51664,GoalPosition-9X
547,0.39548,GoalPosition-9Y
548,1.19717,GoalPosition-9Z
551,0.33381,GoalDirection-9Z
552,0.22615,Action9-Idle
553,0.5786,Action9-Walk
554,0.23846,Action9-Run
555,0.15245,Action9-Carry
557,0.11973,Action9-Sit
558,0.59577,GoalPosition-10X
559,0.36099,GoalPosition-10Y
560,1.38648,GoalPosition-10Z
563,0.36994,GoalDirection-10Z
564,0.23701,Action10-Idle
565,0.56487,Action10-Walk
566,0.21972,Action10-Run
567,0.13987,Action10-Carry
569,0.12072,Action10-Sit
570,0.67482,GoalPosition-11X
571,0.34544,GoalPosition-11Y
572,1.62144,GoalPosition-11Z
575,0.41255,GoalDirection-11Z
576,0.23843,Action11-Idle
577,0.55983,Action11-Walk
578,0.19718,Action11-Run
579,0.1207,Action11-Carry
581,0.12988,Action11-Sit
582,0.75632,GoalPosition-12X
583,0.34807,GoalPosition-12Y
584,1.78858,GoalPosition-12Z
587,0.43392,GoalDirection-12Z
588,0.25813,Action12-Idle
589,0.56294,Action12-Walk
590,0.18559,Action12-Run
591,0.10944,Action12-Carry
593,0.12518,Action12-Sit
594,0.8246,GoalPosition-13X
595,0.33925,GoalPosition-13Y
596,1.96808,GoalPosition-13Z
599,0.46703,GoalDirection-13Z
600,0.27163,Action13-Idle
601,0.56438,Action13-Walk
602,0.17596,Action13-Run
605,0.13113,Action13-Sit
607,0.19797,Contact-2
608,0.19559,Contact-3
609,0.10035,Contact-4
610,0.13299,Contact-5
